# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
 131200    1.53e-01  1.15e-01    8.87e-04  9.26e-04    1.23e-01  9.23e-02    5.6e-07
 131300    1.53e-01  1.11e-01    8.66e-04  5.87e-04    1.23e-01  8.89e-02    5.6e-07
 131400    1.53e-01  1.44e-01    9.18e-04  7.53e-04    1.22e-01  1.15e-01    5.6e-07
 131500    1.53e-01  1.75e-01    8.99e-04  5.53e-04    1.22e-01  1.40e-01    5.6e-07
 131600    1.53e-01  1.76e-01    8.60e-04  5.17e-04    1.22e-01  1.41e-01    5.6e-07
 131700    1.53e-01  1.31e-01    9.22e-04  5.92e-04    1.22e-01  1.05e-01    5.6e-07
 131800    1.53e-01  1.47e-01    8.79e-04  7.12e-04    1.22e-01  1.18e-01    5.6e-07
 131900    1.52e-01  1.59e-01    9.14e-04  6.59e-04    1.22e-01  1.27e-01    5.6e-07
 132000    1.52e-01  1.25e-01    8.84e-04  6.21e-04    1.22e-01  1.00e-01    5.6e-07
 132100    1.53e-01  1.19e-01    8.73e-04  6.77e-04    1.22e-01  9.48e-02    5.6e-07
 132200    1.53e-01  1.52e-01    8.66e-04  9.37e-04    1.22e-01  1.22e-01    5.6e-07
 132300    1.53e-01  1.18e-01    8.65e-04  6.06e-04    1.22e-01  9.47e-02    5.6e-07
 132400    1.53e-01  1.52e-01    8.82e-04  7.06e-04    1.22e-01  1.21e-01    5.6e-07
 132500    1.53e-01  1.71e-01    8.64e-04  5.73e-04    1.22e-01  1.37e-01    5.6e-07
 132600    1.53e-01  1.60e-01    9.39e-04  1.04e-03    1.22e-01  1.28e-01    5.6e-07
 132700    1.53e-01  1.52e-01    8.85e-04  6.56e-04    1.22e-01  1.22e-01    5.6e-07
 132800    1.52e-01  1.14e-01    8.64e-04  8.31e-04    1.22e-01  9.12e-02    5.6e-07
 132900    1.53e-01  1.52e-01    8.64e-04  3.35e-04    1.22e-01  1.22e-01    5.6e-07
 133000    1.53e-01  1.14e-01    8.87e-04  7.20e-04    1.23e-01  9.08e-02    5.6e-07
 133100    1.53e-01  1.37e-01    9.62e-04  9.49e-04    1.22e-01  1.09e-01    5.6e-07
 133200    1.53e-01  1.44e-01    8.64e-04  3.84e-04    1.23e-01  1.15e-01    5.6e-07
 133300    1.53e-01  1.67e-01    8.65e-04  8.37e-04    1.22e-01  1.34e-01    5.6e-07
 133400    1.53e-01  1.44e-01    8.68e-04  5.74e-04    1.23e-01  1.16e-01    5.6e-07
 133500    1.54e-01  1.22e-01    8.91e-04  1.05e-03    1.23e-01  9.76e-02    5.6e-07
 133600    1.53e-01  1.21e-01    8.62e-04  6.86e-04    1.23e-01  9.67e-02    5.6e-07
 133700    1.53e-01  1.40e-01    8.69e-04  7.37e-04    1.22e-01  1.12e-01    5.6e-07
 133800    1.53e-01  1.74e-01    8.80e-04  7.49e-04    1.22e-01  1.39e-01    5.6e-07
 133900    1.53e-01  1.46e-01    8.93e-04  6.88e-04    1.22e-01  1.17e-01    5.6e-07
 134000    1.53e-01  1.52e-01    8.85e-04  1.00e-03    1.22e-01  1.22e-01    5.6e-07
 134100    1.53e-01  1.44e-01    8.97e-04  6.07e-04    1.22e-01  1.15e-01    5.6e-07
 134200    1.53e-01  1.60e-01    8.64e-04  3.80e-04    1.22e-01  1.28e-01    5.6e-07
 134300    1.53e-01  1.34e-01    8.70e-04  4.12e-04    1.22e-01  1.07e-01    5.6e-07
 134400    1.53e-01  1.52e-01    8.99e-04  7.62e-04    1.23e-01  1.22e-01    5.6e-07
 134500    1.53e-01  1.52e-01    8.63e-04  5.56e-04    1.22e-01  1.22e-01    5.6e-07
 134600    1.53e-01  1.56e-01    8.71e-04  9.22e-04    1.22e-01  1.25e-01    5.6e-07
 134700    1.53e-01  1.42e-01    9.18e-04  3.72e-04    1.22e-01  1.14e-01    5.6e-07
 134800    1.53e-01  1.13e-01    8.70e-04  8.58e-04    1.23e-01  9.06e-02    5.6e-07
 134900    1.53e-01  1.44e-01    8.85e-04  5.95e-04    1.23e-01  1.15e-01    5.6e-07
 135000    1.46e-01  1.29e-01    8.59e-04  4.72e-04    1.23e-01  1.08e-01    4.2e-07
 135100    1.46e-01  1.45e-01    8.65e-04  9.13e-04    1.23e-01  1.22e-01    4.2e-07
 135200    1.46e-01  1.24e-01    8.70e-04  6.44e-04    1.23e-01  1.04e-01    4.2e-07
 135300    1.46e-01  1.45e-01    8.92e-04  6.85e-04    1.22e-01  1.21e-01    4.2e-07
 135400    1.46e-01  1.39e-01    8.72e-04  9.90e-04    1.23e-01  1.17e-01    4.2e-07
 135500    1.46e-01  1.58e-01    8.64e-04  7.61e-04    1.22e-01  1.33e-01    4.2e-07
 135600    1.46e-01  1.24e-01    8.68e-04  6.72e-04    1.22e-01  1.04e-01    4.2e-07
 135700    1.46e-01  1.02e-01    8.63e-04  7.38e-04    1.23e-01  8.55e-02    4.2e-07
 135800    1.46e-01  1.43e-01    8.78e-04  5.04e-04    1.23e-01  1.20e-01    4.2e-07
 135900    1.46e-01  1.65e-01    8.69e-04  4.88e-04    1.23e-01  1.38e-01    4.2e-07
 136000    1.46e-01  1.86e-01    8.73e-04  5.22e-04    1.23e-01  1.56e-01    4.2e-07
 136100    1.46e-01  1.26e-01    8.67e-04  5.06e-04    1.23e-01  1.05e-01    4.2e-07
 136200    1.46e-01  1.39e-01    8.74e-04  6.86e-04    1.23e-01  1.16e-01    4.2e-07
 136300    1.46e-01  1.29e-01    8.96e-04  6.79e-04    1.23e-01  1.08e-01    4.2e-07
 136400    1.46e-01  1.32e-01    8.66e-04  9.20e-04    1.23e-01  1.11e-01    4.2e-07
 136500    1.46e-01  1.62e-01    8.61e-04  7.30e-04    1.23e-01  1.36e-01    4.2e-07
 136600    1.46e-01  1.40e-01    8.97e-04  9.06e-04    1.23e-01  1.18e-01    4.2e-07
 136700    1.46e-01  1.02e-01    8.64e-04  7.09e-04    1.23e-01  8.59e-02    4.2e-07
 136800    1.46e-01  1.00e-01    8.67e-04  3.95e-04    1.23e-01  8.42e-02    4.2e-07
 136900    1.46e-01  1.78e-01    8.62e-04  5.56e-04    1.23e-01  1.49e-01    4.2e-07
 137000    1.46e-01  1.63e-01    8.64e-04  6.74e-04    1.23e-01  1.37e-01    4.2e-07
 137100    1.46e-01  1.23e-01    8.92e-04  5.20e-04    1.23e-01  1.03e-01    4.2e-07
 137200    1.46e-01  1.31e-01    8.66e-04  7.70e-04    1.22e-01  1.10e-01    4.2e-07
 137300    1.46e-01  1.37e-01    8.65e-04  6.35e-04    1.23e-01  1.15e-01    4.2e-07
 137400    1.46e-01  1.36e-01    8.73e-04  4.65e-04    1.23e-01  1.14e-01    4.2e-07
 137500    1.46e-01  1.21e-01    8.68e-04  7.35e-04    1.22e-01  1.02e-01    4.2e-07
 137600    1.46e-01  1.41e-01    8.65e-04  6.79e-04    1.23e-01  1.18e-01    4.2e-07
 137700    1.46e-01  1.13e-01    8.69e-04  6.13e-04    1.23e-01  9.51e-02    4.2e-07
 137800    1.46e-01  1.97e-01    8.65e-04  7.03e-04    1.23e-01  1.65e-01    4.2e-07
 137900    1.46e-01  1.70e-01    8.69e-04  4.85e-04    1.23e-01  1.43e-01    4.2e-07
 138000    1.46e-01  1.28e-01    9.11e-04  7.43e-04    1.22e-01  1.08e-01    4.2e-07
 138100    1.46e-01  1.05e-01    8.67e-04  6.70e-04    1.23e-01  8.78e-02    4.2e-07
 138200    1.46e-01  1.46e-01    8.70e-04  6.91e-04    1.22e-01  1.22e-01    4.2e-07
 138300    1.46e-01  1.41e-01    8.80e-04  4.08e-04    1.22e-01  1.19e-01    4.2e-07
 138400    1.46e-01  9.65e-02    8.70e-04  7.52e-04    1.22e-01  8.10e-02    4.2e-07
 138500    1.46e-01  1.07e-01    8.62e-04  6.12e-04    1.22e-01  8.94e-02    4.2e-07
 138600    1.46e-01  1.34e-01    8.62e-04  6.18e-04    1.22e-01  1.13e-01    4.2e-07
 138700    1.46e-01  1.50e-01    8.67e-04  5.67e-04    1.23e-01  1.26e-01    4.2e-07
 138800    1.46e-01  1.46e-01    8.64e-04  5.22e-04    1.23e-01  1.23e-01    4.2e-07
 138900    1.46e-01  1.47e-01    8.94e-04  8.41e-04    1.23e-01  1.23e-01    4.2e-07
 139000    1.46e-01  1.51e-01    8.66e-04  6.96e-04    1.23e-01  1.26e-01    4.2e-07
 139100    1.46e-01  1.50e-01    8.82e-04  6.83e-04    1.23e-01  1.25e-01    4.2e-07
 139200    1.46e-01  1.26e-01    8.65e-04  4.35e-04    1.23e-01  1.06e-01    4.2e-07
 139300    1.46e-01  1.03e-01    8.62e-04  5.69e-04    1.23e-01  8.62e-02    4.2e-07
 139400    1.46e-01  1.00e-01    8.78e-04  4.88e-04    1.23e-01  8.42e-02    4.2e-07
 139500    1.46e-01  1.49e-01    8.65e-04  5.29e-04    1.23e-01  1.25e-01    4.2e-07
 139600    1.46e-01  1.82e-01    8.65e-04  2.86e-04    1.23e-01  1.53e-01    4.2e-07
 139700    1.46e-01  1.45e-01    8.61e-04  5.92e-04    1.23e-01  1.22e-01    4.2e-07
 139800    1.46e-01  1.51e-01    8.69e-04  7.13e-04    1.22e-01  1.27e-01    4.2e-07
 139900    1.46e-01  1.31e-01    8.84e-04  9.63e-04    1.22e-01  1.10e-01    4.2e-07
 140000    1.40e-01  1.21e-01    9.01e-04  7.53e-04    1.22e-01  1.06e-01    3.2e-07
 140100    1.40e-01  1.64e-01    8.71e-04  2.64e-04    1.22e-01  1.43e-01    3.2e-07
 140200    1.40e-01  1.15e-01    8.69e-04  5.13e-04    1.22e-01  1.00e-01    3.2e-07
 140300    1.40e-01  1.40e-01    8.65e-04  6.40e-04    1.22e-01  1.22e-01    3.2e-07
 140400    1.40e-01  1.39e-01    8.71e-04  4.04e-04    1.22e-01  1.21e-01    3.2e-07
 140500    1.40e-01  1.43e-01    9.04e-04  4.59e-04    1.22e-01  1.24e-01    3.2e-07
 140600    1.40e-01  9.48e-02    8.72e-04  5.71e-04    1.22e-01  8.27e-02    3.2e-07
 140700    1.40e-01  1.51e-01    9.00e-04  5.63e-04    1.22e-01  1.31e-01    3.2e-07
 140800    1.41e-01  1.26e-01    8.64e-04  8.97e-04    1.23e-01  1.10e-01    3.2e-07
 140900    1.41e-01  1.38e-01    8.62e-04  9.99e-04    1.23e-01  1.20e-01    3.2e-07
 141000    1.40e-01  1.31e-01    8.70e-04  4.06e-04    1.22e-01  1.14e-01    3.2e-07
 141100    1.41e-01  1.13e-01    8.66e-04  7.30e-04    1.23e-01  9.81e-02    3.2e-07
 141200    1.41e-01  1.16e-01    8.63e-04  6.76e-04    1.23e-01  1.01e-01    3.2e-07
 141300    1.41e-01  8.82e-02    8.83e-04  3.19e-04    1.23e-01  7.69e-02    3.2e-07
 141400    1.40e-01  1.39e-01    8.67e-04  6.48e-04    1.22e-01  1.22e-01    3.2e-07
 141500    1.40e-01  1.26e-01    8.76e-04  4.12e-04    1.22e-01  1.10e-01    3.2e-07
 141600    1.40e-01  1.13e-01    8.73e-04  6.16e-04    1.22e-01  9.84e-02    3.2e-07
 141700    1.40e-01  1.53e-01    8.64e-04  5.44e-04    1.22e-01  1.33e-01    3.2e-07
 141800    1.40e-01  1.47e-01    8.65e-04  7.76e-04    1.22e-01  1.28e-01    3.2e-07
 141900    1.41e-01  1.27e-01    8.66e-04  5.56e-04    1.23e-01  1.11e-01    3.2e-07
 142000    1.40e-01  1.04e-01    8.63e-04  6.97e-04    1.22e-01  9.07e-02    3.2e-07
 142100    1.41e-01  1.24e-01    8.96e-04  9.75e-04    1.23e-01  1.08e-01    3.2e-07
 142200    1.41e-01  1.25e-01    8.62e-04  3.62e-04    1.23e-01  1.09e-01    3.2e-07
 142300    1.41e-01  1.51e-01    8.66e-04  6.18e-04    1.23e-01  1.31e-01    3.2e-07
 142400    1.40e-01  1.29e-01    8.76e-04  4.10e-04    1.22e-01  1.12e-01    3.2e-07
 142500    1.40e-01  1.15e-01    8.82e-04  8.14e-04    1.22e-01  1.00e-01    3.2e-07
 142600    1.40e-01  1.16e-01    8.64e-04  9.23e-04    1.22e-01  1.01e-01    3.2e-07
 142700    1.41e-01  1.36e-01    8.63e-04  7.79e-04    1.23e-01  1.19e-01    3.2e-07
 142800    1.41e-01  1.45e-01    9.31e-04  5.36e-04    1.23e-01  1.27e-01    3.2e-07
 142900    1.41e-01  1.13e-01    8.63e-04  7.73e-04    1.22e-01  9.82e-02    3.2e-07
 143000    1.41e-01  1.40e-01    8.89e-04  6.46e-04    1.23e-01  1.22e-01    3.2e-07
 143100    1.40e-01  1.29e-01    8.90e-04  4.99e-04    1.22e-01  1.12e-01    3.2e-07
 143200    1.41e-01  1.40e-01    8.65e-04  5.60e-04    1.23e-01  1.22e-01    3.2e-07
 143300    1.41e-01  1.16e-01    8.78e-04  5.60e-04    1.22e-01  1.01e-01    3.2e-07
 143400    1.41e-01  1.09e-01    9.15e-04  6.76e-04    1.23e-01  9.54e-02    3.2e-07
 143500    1.41e-01  1.60e-01    8.62e-04  6.83e-04    1.23e-01  1.39e-01    3.2e-07
 143600    1.41e-01  1.34e-01    8.64e-04  5.32e-04    1.23e-01  1.17e-01    3.2e-07
 143700    1.40e-01  1.58e-01    8.72e-04  6.05e-04    1.22e-01  1.38e-01    3.2e-07
 143800    1.40e-01  1.18e-01    8.63e-04  3.72e-04    1.22e-01  1.03e-01    3.2e-07
 143900    1.40e-01  1.21e-01    8.69e-04  7.14e-04    1.22e-01  1.05e-01    3.2e-07
 144000    1.40e-01  1.32e-01    8.70e-04  4.78e-04    1.22e-01  1.15e-01    3.2e-07
 144100    1.41e-01  1.45e-01    8.87e-04  7.31e-04    1.23e-01  1.26e-01    3.2e-07
 144200    1.41e-01  9.33e-02    8.71e-04  5.69e-04    1.23e-01  8.13e-02    3.2e-07
 144300    1.41e-01  1.56e-01    8.80e-04  8.74e-04    1.22e-01  1.36e-01    3.2e-07
 144400    1.40e-01  1.31e-01    8.64e-04  7.40e-04    1.22e-01  1.14e-01    3.2e-07
 144500    1.40e-01  1.46e-01    8.64e-04  7.56e-04    1.22e-01  1.27e-01    3.2e-07
 144600    1.41e-01  1.42e-01    8.67e-04  4.29e-04    1.23e-01  1.24e-01    3.2e-07
 144700    1.41e-01  1.09e-01    8.66e-04  7.45e-04    1.23e-01  9.46e-02    3.2e-07
 144800    1.40e-01  1.14e-01    8.88e-04  8.29e-04    1.22e-01  9.96e-02    3.2e-07
 144900    1.40e-01  1.41e-01    8.87e-04  4.93e-04    1.22e-01  1.23e-01    3.2e-07
 145000    1.36e-01  1.28e-01    8.81e-04  4.72e-04    1.22e-01  1.15e-01    2.4e-07
 145100    1.36e-01  1.53e-01    8.65e-04  2.91e-04    1.22e-01  1.37e-01    2.4e-07
 145200    1.36e-01  1.48e-01    8.75e-04  1.01e-03    1.22e-01  1.33e-01    2.4e-07
 145300    1.36e-01  1.18e-01    8.68e-04  7.64e-04    1.22e-01  1.06e-01    2.4e-07
 145400    1.36e-01  1.34e-01    8.79e-04  8.20e-04    1.22e-01  1.20e-01    2.4e-07
 145500    1.36e-01  1.07e-01    8.64e-04  7.35e-04    1.22e-01  9.61e-02    2.4e-07
 145600    1.36e-01  1.09e-01    8.79e-04  7.73e-04    1.22e-01  9.79e-02    2.4e-07
 145700    1.36e-01  1.47e-01    8.69e-04  6.96e-04    1.22e-01  1.32e-01    2.4e-07
 145800    1.36e-01  1.27e-01    8.69e-04  4.42e-04    1.22e-01  1.14e-01    2.4e-07
 145900    1.36e-01  1.43e-01    8.66e-04  8.34e-04    1.22e-01  1.29e-01    2.4e-07
 146000    1.36e-01  1.51e-01    8.64e-04  4.51e-04    1.22e-01  1.36e-01    2.4e-07
 146100    1.36e-01  1.25e-01    8.81e-04  1.02e-03    1.22e-01  1.12e-01    2.4e-07
 146200    1.36e-01  1.17e-01    8.75e-04  5.60e-04    1.22e-01  1.05e-01    2.4e-07
 146300    1.36e-01  1.17e-01    8.74e-04  8.65e-04    1.22e-01  1.05e-01    2.4e-07
 146400    1.36e-01  1.31e-01    8.80e-04  2.40e-04    1.22e-01  1.18e-01    2.4e-07
 146500    1.36e-01  1.04e-01    8.63e-04  5.61e-04    1.22e-01  9.33e-02    2.4e-07
 146600    1.36e-01  1.03e-01    8.65e-04  8.69e-04    1.22e-01  9.23e-02    2.4e-07
 146700    1.36e-01  1.43e-01    8.75e-04  4.93e-04    1.22e-01  1.28e-01    2.4e-07
 146800    1.36e-01  1.31e-01    8.70e-04  5.88e-04    1.22e-01  1.17e-01    2.4e-07
 146900    1.36e-01  1.15e-01    8.64e-04  5.00e-04    1.22e-01  1.03e-01    2.4e-07
 147000    1.36e-01  1.14e-01    8.79e-04  7.60e-04    1.22e-01  1.02e-01    2.4e-07
 147100    1.36e-01  1.26e-01    8.61e-04  8.31e-04    1.22e-01  1.13e-01    2.4e-07
 147200    1.36e-01  1.17e-01    8.66e-04  8.98e-04    1.22e-01  1.05e-01    2.4e-07
 147300    1.36e-01  1.52e-01    8.69e-04  3.92e-04    1.22e-01  1.37e-01    2.4e-07
 147400    1.36e-01  1.03e-01    8.88e-04  4.55e-04    1.22e-01  9.24e-02    2.4e-07
 147500    1.36e-01  1.19e-01    8.63e-04  8.20e-04    1.23e-01  1.07e-01    2.4e-07
 147600    1.36e-01  1.11e-01    8.63e-04  5.91e-04    1.23e-01  1.00e-01    2.4e-07
 147700    1.36e-01  1.23e-01    8.75e-04  6.28e-04    1.22e-01  1.10e-01    2.4e-07
 147800    1.36e-01  1.34e-01    8.79e-04  5.30e-04    1.23e-01  1.20e-01    2.4e-07
 147900    1.36e-01  1.16e-01    8.75e-04  8.43e-04    1.22e-01  1.04e-01    2.4e-07
 148000    1.36e-01  1.31e-01    8.66e-04  6.45e-04    1.22e-01  1.18e-01    2.4e-07
 148100    1.36e-01  1.30e-01    8.75e-04  1.01e-03    1.22e-01  1.17e-01    2.4e-07
 148200    1.36e-01  1.23e-01    8.64e-04  2.97e-04    1.22e-01  1.10e-01    2.4e-07
 148300    1.36e-01  1.01e-01    8.65e-04  7.82e-04    1.22e-01  9.07e-02    2.4e-07
 148400    1.36e-01  1.14e-01    9.43e-04  7.25e-04    1.22e-01  1.03e-01    2.4e-07
 148500    1.36e-01  1.05e-01    8.68e-04  4.93e-04    1.22e-01  9.46e-02    2.4e-07
 148600    1.36e-01  1.46e-01    8.85e-04  5.99e-04    1.22e-01  1.32e-01    2.4e-07
 148700    1.36e-01  1.45e-01    8.72e-04  6.92e-04    1.22e-01  1.31e-01    2.4e-07
 148800    1.36e-01  1.04e-01    8.73e-04  6.80e-04    1.23e-01  9.37e-02    2.4e-07
 148900    1.36e-01  9.94e-02    8.62e-04  6.53e-04    1.22e-01  8.94e-02    2.4e-07
 149000    1.36e-01  1.08e-01    8.78e-04  5.57e-04    1.23e-01  9.73e-02    2.4e-07
 149100    1.36e-01  1.01e-01    8.65e-04  4.48e-04    1.22e-01  9.11e-02    2.4e-07
 149200    1.36e-01  9.95e-02    8.74e-04  7.99e-04    1.22e-01  8.94e-02    2.4e-07
 149300    1.36e-01  1.27e-01    8.76e-04  5.84e-04    1.22e-01  1.14e-01    2.4e-07
 149400    1.36e-01  1.42e-01    8.77e-04  4.52e-04    1.22e-01  1.28e-01    2.4e-07
 149500    1.36e-01  1.39e-01    8.99e-04  3.95e-04    1.22e-01  1.25e-01    2.4e-07
 149600    1.36e-01  1.52e-01    8.64e-04  4.91e-04    1.22e-01  1.37e-01    2.4e-07
 149700    1.36e-01  1.53e-01    8.66e-04  8.37e-04    1.22e-01  1.38e-01    2.4e-07
 149800    1.36e-01  1.23e-01    8.64e-04  7.88e-04    1.22e-01  1.11e-01    2.4e-07
 149900    1.36e-01  1.21e-01    8.64e-04  8.37e-04    1.22e-01  1.09e-01    2.4e-07
 150000    1.33e-01  1.64e-01    8.67e-04  4.89e-04    1.22e-01  1.51e-01    1.8e-07
 150100    1.33e-01  1.02e-01    8.70e-04  6.74e-04    1.22e-01  9.41e-02    1.8e-07
 150200    1.33e-01  1.10e-01    8.72e-04  7.11e-04    1.22e-01  1.01e-01    1.8e-07
 150300    1.33e-01  1.36e-01    8.64e-04  5.08e-04    1.22e-01  1.25e-01    1.8e-07
 150400    1.33e-01  1.51e-01    8.63e-04  7.58e-04    1.22e-01  1.39e-01    1.8e-07
 150500    1.33e-01  1.25e-01    8.71e-04  4.41e-04    1.22e-01  1.15e-01    1.8e-07
 150600    1.33e-01  1.36e-01    8.99e-04  9.04e-04    1.22e-01  1.26e-01    1.8e-07
 150700    1.33e-01  1.25e-01    8.77e-04  4.82e-04    1.22e-01  1.15e-01    1.8e-07
 150800    1.33e-01  1.24e-01    8.63e-04  9.15e-04    1.22e-01  1.14e-01    1.8e-07
 150900    1.33e-01  1.16e-01    8.62e-04  6.82e-04    1.22e-01  1.07e-01    1.8e-07
 151000    1.33e-01  8.69e-02    8.75e-04  8.03e-04    1.22e-01  8.00e-02    1.8e-07
 151100    1.33e-01  1.06e-01    8.66e-04  5.22e-04    1.23e-01  9.73e-02    1.8e-07
 151200    1.33e-01  1.02e-01    8.70e-04  5.66e-04    1.23e-01  9.44e-02    1.8e-07
 151300    1.33e-01  1.09e-01    9.06e-04  5.55e-04    1.22e-01  1.00e-01    1.8e-07
 151400    1.33e-01  1.35e-01    8.62e-04  4.17e-04    1.22e-01  1.25e-01    1.8e-07
 151500    1.33e-01  1.25e-01    8.75e-04  8.86e-04    1.23e-01  1.15e-01    1.8e-07
 151600    1.33e-01  1.10e-01    8.74e-04  8.45e-04    1.22e-01  1.01e-01    1.8e-07
 151700    1.33e-01  1.33e-01    8.65e-04  6.01e-04    1.22e-01  1.23e-01    1.8e-07
 151800    1.33e-01  1.35e-01    8.70e-04  4.46e-04    1.22e-01  1.24e-01    1.8e-07
 151900    1.33e-01  1.18e-01    8.81e-04  7.32e-04    1.22e-01  1.09e-01    1.8e-07
 152000    1.33e-01  1.22e-01    8.65e-04  7.49e-04    1.22e-01  1.12e-01    1.8e-07
 152100    1.33e-01  1.23e-01    8.66e-04  4.93e-04    1.22e-01  1.13e-01    1.8e-07
 152200    1.33e-01  1.42e-01    8.71e-04  4.45e-04    1.22e-01  1.31e-01    1.8e-07
 152300    1.33e-01  8.81e-02    8.74e-04  5.68e-04    1.22e-01  8.11e-02    1.8e-07
 152400    1.33e-01  1.39e-01    8.86e-04  7.88e-04    1.22e-01  1.28e-01    1.8e-07
 152500    1.33e-01  1.25e-01    8.69e-04  5.23e-04    1.22e-01  1.15e-01    1.8e-07
 152600    1.33e-01  1.18e-01    8.74e-04  7.35e-04    1.22e-01  1.09e-01    1.8e-07
 152700    1.33e-01  1.16e-01    8.65e-04  2.48e-04    1.22e-01  1.07e-01    1.8e-07
 152800    1.33e-01  1.05e-01    8.65e-04  7.37e-04    1.22e-01  9.71e-02    1.8e-07
 152900    1.33e-01  1.15e-01    8.61e-04  8.30e-04    1.22e-01  1.06e-01    1.8e-07
 153000    1.33e-01  9.71e-02    8.63e-04  6.86e-04    1.22e-01  8.94e-02    1.8e-07
 153100    1.33e-01  1.36e-01    8.68e-04  5.45e-04    1.22e-01  1.25e-01    1.8e-07
 153200    1.33e-01  1.15e-01    8.64e-04  4.61e-04    1.22e-01  1.06e-01    1.8e-07
 153300    1.33e-01  1.34e-01    8.72e-04  7.41e-04    1.22e-01  1.23e-01    1.8e-07
 153400    1.33e-01  1.12e-01    8.66e-04  7.90e-04    1.22e-01  1.03e-01    1.8e-07
 153500    1.33e-01  1.25e-01    8.62e-04  5.80e-04    1.22e-01  1.15e-01    1.8e-07
 153600    1.33e-01  1.36e-01    8.64e-04  7.47e-04    1.22e-01  1.25e-01    1.8e-07
 153700    1.33e-01  9.45e-02    8.74e-04  6.45e-04    1.22e-01  8.70e-02    1.8e-07
 153800    1.33e-01  1.23e-01    8.65e-04  7.09e-04    1.22e-01  1.13e-01    1.8e-07
 153900    1.33e-01  1.24e-01    8.70e-04  6.96e-04    1.22e-01  1.14e-01    1.8e-07
 154000    1.33e-01  1.53e-01    8.65e-04  6.12e-04    1.22e-01  1.41e-01    1.8e-07
 154100    1.33e-01  1.32e-01    8.64e-04  5.23e-04    1.22e-01  1.22e-01    1.8e-07
 154200    1.33e-01  1.21e-01    8.81e-04  1.06e-03    1.22e-01  1.12e-01    1.8e-07
 154300    1.33e-01  8.44e-02    8.64e-04  7.68e-04    1.22e-01  7.78e-02    1.8e-07
 154400    1.33e-01  1.17e-01    8.64e-04  7.34e-04    1.22e-01  1.08e-01    1.8e-07
 154500    1.33e-01  1.33e-01    8.82e-04  5.34e-04    1.22e-01  1.22e-01    1.8e-07
 154600    1.33e-01  1.06e-01    8.69e-04  7.69e-04    1.22e-01  9.73e-02    1.8e-07
 154700    1.33e-01  1.31e-01    8.86e-04  8.18e-04    1.22e-01  1.21e-01    1.8e-07
 154800    1.33e-01  8.62e-02    8.77e-04  3.75e-04    1.22e-01  7.94e-02    1.8e-07
 154900    1.33e-01  1.08e-01    8.66e-04  7.24e-04    1.22e-01  9.97e-02    1.8e-07
 155000    1.30e-01  1.18e-01    8.72e-04  4.59e-04    1.22e-01  1.10e-01    1.3e-07
 155100    1.30e-01  1.13e-01    8.68e-04  8.79e-04    1.22e-01  1.06e-01    1.3e-07
 155200    1.30e-01  1.36e-01    8.63e-04  6.36e-04    1.22e-01  1.28e-01    1.3e-07
 155300    1.30e-01  1.22e-01    8.80e-04  9.91e-04    1.22e-01  1.15e-01    1.3e-07
 155400    1.30e-01  1.10e-01    8.66e-04  4.87e-04    1.22e-01  1.03e-01    1.3e-07
 155500    1.30e-01  1.22e-01    8.72e-04  7.34e-04    1.22e-01  1.15e-01    1.3e-07
 155600    1.30e-01  1.14e-01    8.76e-04  7.38e-04    1.22e-01  1.07e-01    1.3e-07
 155700    1.30e-01  1.36e-01    8.62e-04  5.91e-04    1.23e-01  1.28e-01    1.3e-07
 155800    1.30e-01  1.76e-01    8.80e-04  7.94e-04    1.22e-01  1.66e-01    1.3e-07
 155900    1.30e-01  1.33e-01    8.81e-04  4.83e-04    1.23e-01  1.25e-01    1.3e-07
 156000    1.30e-01  1.27e-01    8.63e-04  6.85e-04    1.23e-01  1.19e-01    1.3e-07
 156100    1.31e-01  1.09e-01    8.69e-04  5.47e-04    1.23e-01  1.02e-01    1.3e-07
 156200    1.30e-01  1.26e-01    8.64e-04  7.93e-04    1.23e-01  1.18e-01    1.3e-07
 156300    1.31e-01  1.19e-01    8.73e-04  2.90e-04    1.23e-01  1.12e-01    1.3e-07
 156400    1.31e-01  8.61e-02    8.65e-04  7.67e-04    1.23e-01  8.09e-02    1.3e-07
 156500    1.31e-01  9.19e-02    8.82e-04  8.14e-04    1.23e-01  8.63e-02    1.3e-07
 156600    1.30e-01  1.37e-01    8.69e-04  5.17e-04    1.23e-01  1.28e-01    1.3e-07
 156700    1.31e-01  1.42e-01    8.75e-04  6.25e-04    1.23e-01  1.33e-01    1.3e-07
 156800    1.31e-01  1.33e-01    8.69e-04  5.13e-04    1.23e-01  1.25e-01    1.3e-07
 156900    1.31e-01  1.21e-01    8.65e-04  9.01e-04    1.23e-01  1.14e-01    1.3e-07
 157000    1.31e-01  1.16e-01    8.76e-04  7.55e-04    1.23e-01  1.09e-01    1.3e-07
 157100    1.31e-01  1.20e-01    8.85e-04  8.99e-04    1.23e-01  1.12e-01    1.3e-07
 157200    1.30e-01  9.49e-02    8.86e-04  6.53e-04    1.22e-01  8.91e-02    1.3e-07
 157300    1.30e-01  9.48e-02    8.68e-04  6.81e-04    1.22e-01  8.91e-02    1.3e-07
 157400    1.30e-01  1.21e-01    8.71e-04  7.13e-04    1.22e-01  1.14e-01    1.3e-07
