# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
  52300    9.30e-01  1.16e+00    2.05e-02  2.02e-02    1.23e-01  1.53e-01    5.6e-05
  52400    9.47e-01  1.13e+00    1.25e-03  9.49e-04    1.25e-01  1.49e-01    5.6e-05
  52500    9.33e-01  6.48e-01    7.00e-03  6.65e-03    1.23e-01  8.57e-02    5.6e-05
  52600    9.38e-01  7.32e-01    4.04e-03  3.52e-03    1.24e-01  9.68e-02    5.6e-05
  52700    9.26e-01  9.39e-01    8.14e-03  8.01e-03    1.22e-01  1.24e-01    5.6e-05
  52800    9.33e-01  7.98e-01    9.86e-04  4.25e-04    1.23e-01  1.06e-01    5.6e-05
  52900    9.39e-01  7.78e-01    3.53e-03  3.26e-03    1.24e-01  1.03e-01    5.6e-05
  53000    9.31e-01  8.65e-01    6.03e-03  6.47e-03    1.23e-01  1.14e-01    5.6e-05
  53100    9.71e-01  7.82e-01    1.65e-02  1.68e-02    1.28e-01  1.03e-01    5.6e-05
  53200    9.09e-01  7.38e-01    1.18e-02  1.11e-02    1.20e-01  9.76e-02    5.6e-05
  53300    9.53e-01  9.84e-01    3.04e-03  3.04e-03    1.26e-01  1.30e-01    5.6e-05
  53400    9.23e-01  8.15e-01    1.13e-02  1.14e-02    1.22e-01  1.08e-01    5.6e-05
  53500    9.47e-01  7.09e-01    5.27e-03  4.53e-03    1.25e-01  9.38e-02    5.6e-05
  53600    9.20e-01  8.55e-01    9.09e-03  9.26e-03    1.22e-01  1.13e-01    5.6e-05
  53700    9.52e-01  1.11e+00    1.04e-03  8.43e-04    1.26e-01  1.46e-01    5.6e-05
  53800    9.23e-01  8.21e-01    6.59e-03  6.98e-03    1.22e-01  1.09e-01    5.6e-05
  53900    9.33e-01  9.35e-01    1.36e-03  9.00e-04    1.23e-01  1.24e-01    5.6e-05
  54000    9.51e-01  7.54e-01    3.00e-03  2.52e-03    1.26e-01  9.97e-02    5.6e-05
  54100    9.16e-01  9.24e-01    3.31e-03  2.76e-03    1.21e-01  1.22e-01    5.6e-05
  54200    9.44e-01  8.81e-01    1.65e-02  1.63e-02    1.25e-01  1.16e-01    5.6e-05
  54300    9.17e-01  9.91e-01    1.83e-02  1.81e-02    1.21e-01  1.31e-01    5.6e-05
  54400    9.49e-01  7.78e-01    6.23e-03  6.32e-03    1.26e-01  1.03e-01    5.6e-05
  54500    9.33e-01  8.88e-01    1.30e-03  1.73e-03    1.23e-01  1.17e-01    5.6e-05
  54600    9.39e-01  1.21e+00    1.76e-03  1.54e-03    1.24e-01  1.59e-01    5.6e-05
  54700    9.43e-01  8.15e-01    3.51e-03  3.34e-03    1.25e-01  1.08e-01    5.6e-05
  54800    9.23e-01  7.89e-01    1.13e-03  9.77e-04    1.22e-01  1.04e-01    5.6e-05
  54900    9.44e-01  6.78e-01    4.70e-03  4.89e-03    1.25e-01  8.96e-02    5.6e-05
  55000    8.20e-01  8.01e-01    7.28e-03  6.86e-03    1.25e-01  1.22e-01    4.2e-05
  55100    8.23e-01  8.52e-01    2.15e-03  1.97e-03    1.25e-01  1.30e-01    4.2e-05
  55200    8.11e-01  7.92e-01    2.96e-03  2.96e-03    1.23e-01  1.21e-01    4.2e-05
  55300    8.22e-01  7.22e-01    6.86e-03  7.23e-03    1.25e-01  1.10e-01    4.2e-05
  55400    8.16e-01  8.96e-01    2.17e-03  1.91e-03    1.24e-01  1.36e-01    4.2e-05
  55500    8.12e-01  9.02e-01    3.39e-03  3.07e-03    1.24e-01  1.37e-01    4.2e-05
  55600    8.23e-01  6.77e-01    1.05e-03  1.03e-03    1.25e-01  1.03e-01    4.2e-05
  55700    8.08e-01  6.67e-01    3.93e-03  3.95e-03    1.23e-01  1.02e-01    4.2e-05
  55800    8.16e-01  9.32e-01    7.21e-03  7.15e-03    1.24e-01  1.42e-01    4.2e-05
  55900    8.06e-01  9.01e-01    1.64e-03  1.17e-03    1.23e-01  1.37e-01    4.2e-05
  56000    8.19e-01  8.58e-01    3.46e-03  3.60e-03    1.25e-01  1.31e-01    4.2e-05
  56100    8.05e-01  8.59e-01    3.98e-03  3.82e-03    1.23e-01  1.31e-01    4.2e-05
  56200    8.20e-01  7.74e-01    9.90e-03  1.05e-02    1.25e-01  1.18e-01    4.2e-05
  56300    8.15e-01  7.03e-01    1.72e-03  1.88e-03    1.24e-01  1.07e-01    4.2e-05
  56400    8.16e-01  5.62e-01    9.76e-03  9.41e-03    1.24e-01  8.55e-02    4.2e-05
  56500    7.97e-01  6.40e-01    3.48e-03  3.33e-03    1.21e-01  9.74e-02    4.2e-05
  56600    8.10e-01  8.28e-01    4.39e-03  4.34e-03    1.23e-01  1.26e-01    4.2e-05
  56700    8.23e-01  9.35e-01    9.88e-03  1.00e-02    1.25e-01  1.42e-01    4.2e-05
  56800    8.06e-01  9.38e-01    5.41e-03  5.79e-03    1.23e-01  1.43e-01    4.2e-05
  56900    8.18e-01  6.82e-01    4.80e-03  4.75e-03    1.25e-01  1.04e-01    4.2e-05
  57000    7.99e-01  7.28e-01    1.36e-03  1.39e-03    1.22e-01  1.11e-01    4.2e-05
  57100    8.19e-01  6.86e-01    1.15e-02  1.19e-02    1.25e-01  1.04e-01    4.2e-05
  57200    8.05e-01  7.32e-01    1.37e-03  1.40e-03    1.23e-01  1.11e-01    4.2e-05
  57300    8.06e-01  6.77e-01    1.24e-02  1.26e-02    1.23e-01  1.03e-01    4.2e-05
  57400    8.21e-01  6.46e-01    7.15e-03  7.28e-03    1.25e-01  9.84e-02    4.2e-05
  57500    8.22e-01  8.46e-01    1.40e-03  1.30e-03    1.25e-01  1.29e-01    4.2e-05
  57600    8.28e-01  6.20e-01    1.39e-03  9.49e-04    1.26e-01  9.44e-02    4.2e-05
  57700    7.96e-01  8.01e-01    6.15e-03  5.63e-03    1.21e-01  1.22e-01    4.2e-05
  57800    8.25e-01  8.76e-01    3.02e-03  2.99e-03    1.26e-01  1.33e-01    4.2e-05
  57900    8.10e-01  7.32e-01    3.43e-03  2.95e-03    1.23e-01  1.11e-01    4.2e-05
  58000    8.10e-01  6.74e-01    1.04e-03  5.16e-04    1.23e-01  1.03e-01    4.2e-05
  58100    8.24e-01  7.55e-01    4.18e-03  4.32e-03    1.25e-01  1.15e-01    4.2e-05
  58200    8.15e-01  9.50e-01    2.16e-03  1.73e-03    1.24e-01  1.45e-01    4.2e-05
  58300    8.30e-01  5.15e-01    8.77e-04  6.89e-04    1.26e-01  7.85e-02    4.2e-05
  58400    8.06e-01  8.39e-01    3.20e-03  3.21e-03    1.23e-01  1.28e-01    4.2e-05
  58500    8.20e-01  7.84e-01    4.98e-03  5.00e-03    1.25e-01  1.19e-01    4.2e-05
  58600    8.04e-01  8.31e-01    9.23e-04  5.84e-04    1.22e-01  1.27e-01    4.2e-05
  58700    8.12e-01  8.15e-01    1.13e-02  1.16e-02    1.24e-01  1.24e-01    4.2e-05
  58800    8.00e-01  8.13e-01    1.97e-03  2.07e-03    1.22e-01  1.24e-01    4.2e-05
  58900    8.24e-01  6.78e-01    3.14e-03  2.88e-03    1.26e-01  1.03e-01    4.2e-05
  59000    8.04e-01  9.15e-01    9.06e-04  8.14e-04    1.22e-01  1.39e-01    4.2e-05
  59100    7.98e-01  5.79e-01    9.05e-03  8.84e-03    1.22e-01  8.81e-02    4.2e-05
  59200    8.19e-01  7.25e-01    3.19e-03  3.04e-03    1.25e-01  1.10e-01    4.2e-05
  59300    8.06e-01  8.71e-01    1.58e-03  1.26e-03    1.23e-01  1.33e-01    4.2e-05
  59400    8.01e-01  7.41e-01    8.22e-03  7.87e-03    1.22e-01  1.13e-01    4.2e-05
  59500    8.03e-01  9.03e-01    8.97e-04  7.57e-04    1.22e-01  1.38e-01    4.2e-05
  59600    8.19e-01  9.22e-01    9.04e-03  9.09e-03    1.25e-01  1.40e-01    4.2e-05
  59700    8.03e-01  6.80e-01    8.44e-03  8.74e-03    1.22e-01  1.03e-01    4.2e-05
  59800    8.12e-01  6.59e-01    1.66e-02  1.72e-02    1.23e-01  1.00e-01    4.2e-05
  59900    8.10e-01  6.24e-01    1.06e-02  1.07e-02    1.23e-01  9.49e-02    4.2e-05
  60000    7.08e-01  7.70e-01    2.55e-03  2.31e-03    1.24e-01  1.35e-01    3.2e-05
  60100    7.04e-01  5.50e-01    1.11e-03  8.98e-04    1.23e-01  9.64e-02    3.2e-05
  60200    6.98e-01  4.80e-01    3.06e-03  3.09e-03    1.22e-01  8.41e-02    3.2e-05
  60300    7.21e-01  7.64e-01    3.44e-03  3.37e-03    1.26e-01  1.34e-01    3.2e-05
  60400    6.79e-01  6.58e-01    9.30e-04  4.76e-04    1.19e-01  1.15e-01    3.2e-05
  60500    7.09e-01  7.60e-01    2.15e-03  2.01e-03    1.24e-01  1.33e-01    3.2e-05
  60600    7.03e-01  5.76e-01    1.84e-03  1.81e-03    1.23e-01  1.01e-01    3.2e-05
  60700    7.05e-01  3.55e-01    2.80e-03  3.30e-03    1.23e-01  6.21e-02    3.2e-05
  60800    7.11e-01  4.61e-01    2.44e-03  2.02e-03    1.25e-01  8.07e-02    3.2e-05
  60900    7.10e-01  5.61e-01    8.76e-04  6.08e-04    1.24e-01  9.83e-02    3.2e-05
  61000    7.03e-01  6.32e-01    1.55e-03  1.81e-03    1.23e-01  1.11e-01    3.2e-05
  61100    6.87e-01  5.97e-01    4.36e-03  4.36e-03    1.20e-01  1.04e-01    3.2e-05
  61200    7.15e-01  6.94e-01    2.09e-03  1.71e-03    1.25e-01  1.22e-01    3.2e-05
  61300    6.97e-01  8.35e-01    6.91e-03  6.54e-03    1.22e-01  1.46e-01    3.2e-05
  61400    7.08e-01  7.01e-01    1.45e-02  1.44e-02    1.24e-01  1.23e-01    3.2e-05
  61500    6.96e-01  8.01e-01    7.60e-03  7.93e-03    1.22e-01  1.40e-01    3.2e-05
  61600    6.99e-01  8.02e-01    3.28e-03  3.30e-03    1.22e-01  1.41e-01    3.2e-05
  61700    7.03e-01  6.26e-01    4.66e-03  4.62e-03    1.23e-01  1.10e-01    3.2e-05
  61800    7.09e-01  6.64e-01    3.15e-03  2.84e-03    1.24e-01  1.16e-01    3.2e-05
  61900    6.98e-01  5.90e-01    7.00e-03  6.62e-03    1.22e-01  1.03e-01    3.2e-05
  62000    6.87e-01  7.04e-01    1.02e-03  1.01e-03    1.20e-01  1.23e-01    3.2e-05
  62100    7.27e-01  7.22e-01    4.12e-03  3.91e-03    1.27e-01  1.26e-01    3.2e-05
  62200    7.05e-01  6.04e-01    1.07e-02  1.01e-02    1.23e-01  1.06e-01    3.2e-05
  62300    6.95e-01  7.61e-01    1.58e-03  1.38e-03    1.22e-01  1.33e-01    3.2e-05
  62400    6.94e-01  6.98e-01    7.06e-03  7.21e-03    1.21e-01  1.22e-01    3.2e-05
  62500    7.13e-01  7.08e-01    5.48e-03  5.67e-03    1.25e-01  1.24e-01    3.2e-05
  62600    7.03e-01  5.87e-01    4.46e-03  4.23e-03    1.23e-01  1.03e-01    3.2e-05
  62700    7.04e-01  7.34e-01    4.85e-03  5.01e-03    1.23e-01  1.29e-01    3.2e-05
  62800    7.06e-01  5.84e-01    1.97e-03  1.69e-03    1.24e-01  1.02e-01    3.2e-05
  62900    7.00e-01  3.76e-01    6.99e-03  6.76e-03    1.23e-01  6.58e-02    3.2e-05
  63000    7.22e-01  5.51e-01    3.25e-03  3.29e-03    1.26e-01  9.65e-02    3.2e-05
  63100    6.86e-01  8.41e-01    5.82e-03  5.46e-03    1.20e-01  1.47e-01    3.2e-05
  63200    7.14e-01  7.07e-01    2.15e-03  2.20e-03    1.25e-01  1.24e-01    3.2e-05
  63300    7.10e-01  7.50e-01    6.74e-03  6.95e-03    1.24e-01  1.31e-01    3.2e-05
  63400    7.02e-01  6.53e-01    1.73e-03  2.02e-03    1.23e-01  1.14e-01    3.2e-05
  63500    6.88e-01  6.73e-01    4.44e-03  4.54e-03    1.20e-01  1.18e-01    3.2e-05
  63600    6.97e-01  9.03e-01    1.44e-03  8.95e-04    1.22e-01  1.58e-01    3.2e-05
  63700    7.00e-01  6.74e-01    2.27e-03  2.56e-03    1.23e-01  1.18e-01    3.2e-05
  63800    6.99e-01  6.97e-01    3.01e-03  3.57e-03    1.22e-01  1.22e-01    3.2e-05
  63900    7.07e-01  6.65e-01    9.86e-04  5.26e-04    1.24e-01  1.16e-01    3.2e-05
  64000    6.99e-01  8.15e-01    1.80e-03  1.44e-03    1.23e-01  1.43e-01    3.2e-05
  64100    7.15e-01  5.29e-01    1.01e-03  5.71e-04    1.25e-01  9.27e-02    3.2e-05
  64200    6.91e-01  6.23e-01    1.13e-02  1.13e-02    1.21e-01  1.09e-01    3.2e-05
  64300    7.06e-01  6.58e-01    1.28e-02  1.28e-02    1.24e-01  1.15e-01    3.2e-05
  64400    7.08e-01  5.30e-01    6.94e-03  6.62e-03    1.24e-01  9.28e-02    3.2e-05
  64500    7.13e-01  8.67e-01    1.13e-02  1.14e-02    1.25e-01  1.52e-01    3.2e-05
  64600    6.92e-01  6.17e-01    8.81e-04  6.83e-04    1.21e-01  1.08e-01    3.2e-05
  64700    7.08e-01  5.26e-01    3.76e-03  3.79e-03    1.24e-01  9.21e-02    3.2e-05
  64800    6.98e-01  8.23e-01    6.65e-03  6.46e-03    1.22e-01  1.44e-01    3.2e-05
  64900    7.03e-01  8.03e-01    3.23e-03  3.56e-03    1.23e-01  1.41e-01    3.2e-05
  65000    6.15e-01  4.72e-01    7.72e-03  7.77e-03    1.24e-01  9.50e-02    2.4e-05
  65100    6.09e-01  4.10e-01    6.24e-03  5.71e-03    1.23e-01  8.25e-02    2.4e-05
  65200    6.13e-01  5.16e-01    1.79e-03  2.06e-03    1.23e-01  1.04e-01    2.4e-05
  65300    6.08e-01  6.30e-01    1.15e-03  8.14e-04    1.22e-01  1.27e-01    2.4e-05
  65400    6.21e-01  6.30e-01    8.80e-04  3.50e-04    1.25e-01  1.27e-01    2.4e-05
  65500    6.15e-01  4.71e-01    3.17e-03  3.34e-03    1.24e-01  9.49e-02    2.4e-05
  65600    6.09e-01  5.16e-01    9.35e-04  8.30e-04    1.22e-01  1.04e-01    2.4e-05
  65700    6.16e-01  5.84e-01    1.28e-03  1.17e-03    1.24e-01  1.18e-01    2.4e-05
  65800    6.10e-01  5.68e-01    1.78e-03  1.07e-03    1.23e-01  1.14e-01    2.4e-05
  65900    6.14e-01  6.39e-01    9.06e-04  6.73e-04    1.24e-01  1.29e-01    2.4e-05
  66000    6.07e-01  5.29e-01    4.15e-03  4.08e-03    1.22e-01  1.06e-01    2.4e-05
  66100    6.22e-01  6.11e-01    1.95e-03  2.18e-03    1.25e-01  1.23e-01    2.4e-05
  66200    6.11e-01  5.79e-01    8.74e-04  1.01e-03    1.23e-01  1.17e-01    2.4e-05
  66300    6.17e-01  5.39e-01    1.23e-03  1.39e-03    1.24e-01  1.08e-01    2.4e-05
  66400    6.10e-01  4.63e-01    5.69e-03  5.55e-03    1.23e-01  9.32e-02    2.4e-05
  66500    6.06e-01  7.18e-01    3.43e-03  3.56e-03    1.22e-01  1.45e-01    2.4e-05
  66600    6.20e-01  6.25e-01    3.82e-03  3.50e-03    1.25e-01  1.26e-01    2.4e-05
  66700    6.04e-01  7.05e-01    2.63e-03  2.23e-03    1.22e-01  1.42e-01    2.4e-05
  66800    6.13e-01  4.65e-01    1.37e-03  1.44e-03    1.23e-01  9.36e-02    2.4e-05
  66900    5.96e-01  5.22e-01    2.69e-03  2.61e-03    1.20e-01  1.05e-01    2.4e-05
  67000    6.10e-01  6.79e-01    4.36e-03  4.45e-03    1.23e-01  1.37e-01    2.4e-05
  67100    6.14e-01  5.38e-01    4.99e-03  5.23e-03    1.23e-01  1.08e-01    2.4e-05
  67200    6.03e-01  6.30e-01    2.10e-03  2.12e-03    1.21e-01  1.27e-01    2.4e-05
  67300    6.05e-01  5.11e-01    2.86e-03  2.73e-03    1.22e-01  1.03e-01    2.4e-05
  67400    6.15e-01  3.75e-01    1.58e-03  1.68e-03    1.24e-01  7.55e-02    2.4e-05
  67500    6.09e-01  7.19e-01    2.22e-03  1.90e-03    1.23e-01  1.45e-01    2.4e-05
  67600    6.06e-01  6.05e-01    2.35e-03  1.76e-03    1.22e-01  1.22e-01    2.4e-05
  67700    6.12e-01  6.83e-01    3.30e-03  3.07e-03    1.23e-01  1.37e-01    2.4e-05
  67800    6.02e-01  4.65e-01    3.61e-03  3.06e-03    1.21e-01  9.35e-02    2.4e-05
  67900    6.14e-01  5.63e-01    4.50e-03  5.20e-03    1.24e-01  1.13e-01    2.4e-05
  68000    6.12e-01  6.09e-01    7.17e-03  7.37e-03    1.23e-01  1.22e-01    2.4e-05
  68100    6.17e-01  4.50e-01    8.48e-04  3.35e-04    1.24e-01  9.06e-02    2.4e-05
  68200    6.07e-01  3.92e-01    2.22e-03  2.30e-03    1.22e-01  7.88e-02    2.4e-05
  68300    6.06e-01  6.10e-01    1.85e-03  1.89e-03    1.22e-01  1.23e-01    2.4e-05
  68400    6.15e-01  6.37e-01    2.54e-03  2.67e-03    1.24e-01  1.28e-01    2.4e-05
  68500    6.24e-01  6.98e-01    4.22e-03  4.43e-03    1.26e-01  1.40e-01    2.4e-05
  68600    6.15e-01  6.80e-01    1.01e-03  6.34e-04    1.24e-01  1.37e-01    2.4e-05
  68700    6.05e-01  3.97e-01    1.62e-03  1.93e-03    1.22e-01  7.99e-02    2.4e-05
  68800    6.13e-01  5.91e-01    3.79e-03  4.25e-03    1.23e-01  1.19e-01    2.4e-05
  68900    6.17e-01  5.15e-01    8.96e-04  7.17e-04    1.24e-01  1.04e-01    2.4e-05
  69000    6.11e-01  5.02e-01    8.94e-04  6.47e-04    1.23e-01  1.01e-01    2.4e-05
  69100    6.16e-01  3.98e-01    1.85e-03  2.02e-03    1.24e-01  8.02e-02    2.4e-05
  69200    6.12e-01  5.65e-01    1.43e-03  1.39e-03    1.23e-01  1.14e-01    2.4e-05
  69300    6.07e-01  5.74e-01    5.47e-03  5.42e-03    1.22e-01  1.15e-01    2.4e-05
  69400    6.18e-01  7.05e-01    1.26e-02  1.23e-02    1.24e-01  1.42e-01    2.4e-05
  69500    6.13e-01  6.74e-01    1.91e-03  1.73e-03    1.23e-01  1.36e-01    2.4e-05
  69600    6.19e-01  5.07e-01    3.75e-03  3.55e-03    1.25e-01  1.02e-01    2.4e-05
  69700    6.11e-01  6.51e-01    5.10e-03  5.37e-03    1.23e-01  1.31e-01    2.4e-05
  69800    6.14e-01  5.24e-01    2.78e-03  2.92e-03    1.24e-01  1.05e-01    2.4e-05
  69900    6.12e-01  4.17e-01    8.65e-04  7.23e-04    1.23e-01  8.40e-02    2.4e-05
  70000    5.44e-01  4.41e-01    2.59e-03  2.94e-03    1.26e-01  1.02e-01    1.8e-05
  70100    5.35e-01  6.43e-01    1.09e-03  7.85e-04    1.24e-01  1.48e-01    1.8e-05
  70200    5.36e-01  4.58e-01    9.19e-04  6.68e-04    1.24e-01  1.06e-01    1.8e-05
  70300    5.36e-01  5.20e-01    1.15e-03  5.14e-04    1.24e-01  1.20e-01    1.8e-05
  70400    5.41e-01  5.07e-01    1.11e-03  8.63e-04    1.25e-01  1.17e-01    1.8e-05
  70500    5.34e-01  5.46e-01    1.12e-03  1.23e-03    1.23e-01  1.26e-01    1.8e-05
  70600    5.44e-01  4.43e-01    1.33e-03  1.43e-03    1.26e-01  1.02e-01    1.8e-05
  70700    5.38e-01  4.96e-01    1.81e-03  1.43e-03    1.24e-01  1.14e-01    1.8e-05
  70800    5.32e-01  5.82e-01    2.32e-03  2.28e-03    1.23e-01  1.34e-01    1.8e-05
  70900    5.29e-01  3.86e-01    4.27e-03  3.98e-03    1.22e-01  8.92e-02    1.8e-05
  71000    5.27e-01  3.76e-01    1.43e-03  1.16e-03    1.22e-01  8.67e-02    1.8e-05
  71100    5.46e-01  5.45e-01    1.84e-03  1.60e-03    1.26e-01  1.26e-01    1.8e-05
  71200    5.34e-01  5.60e-01    3.11e-03  2.61e-03    1.23e-01  1.29e-01    1.8e-05
  71300    5.41e-01  5.83e-01    2.46e-03  1.94e-03    1.25e-01  1.35e-01    1.8e-05
  71400    5.37e-01  4.37e-01    2.77e-03  2.74e-03    1.24e-01  1.01e-01    1.8e-05
  71500    5.31e-01  5.04e-01    1.27e-03  1.58e-03    1.23e-01  1.16e-01    1.8e-05
  71600    5.34e-01  5.02e-01    1.79e-03  1.70e-03    1.23e-01  1.16e-01    1.8e-05
  71700    5.40e-01  6.71e-01    2.34e-03  2.31e-03    1.25e-01  1.55e-01    1.8e-05
  71800    5.33e-01  4.20e-01    1.30e-03  1.12e-03    1.23e-01  9.70e-02    1.8e-05
  71900    5.30e-01  4.98e-01    1.46e-03  1.25e-03    1.22e-01  1.15e-01    1.8e-05
  72000    5.40e-01  5.04e-01    1.50e-03  1.34e-03    1.25e-01  1.16e-01    1.8e-05
  72100    5.25e-01  6.58e-01    2.60e-03  2.21e-03    1.21e-01  1.52e-01    1.8e-05
  72200    5.39e-01  5.59e-01    9.31e-04  6.94e-04    1.24e-01  1.29e-01    1.8e-05
  72300    5.34e-01  5.13e-01    3.66e-03  3.45e-03    1.23e-01  1.19e-01    1.8e-05
  72400    5.46e-01  5.21e-01    2.32e-03  2.36e-03    1.26e-01  1.20e-01    1.8e-05
  72500    5.34e-01  5.73e-01    1.57e-03  1.44e-03    1.23e-01  1.32e-01    1.8e-05
  72600    5.39e-01  6.10e-01    3.52e-03  3.33e-03    1.24e-01  1.41e-01    1.8e-05
  72700    5.36e-01  3.81e-01    2.23e-03  2.17e-03    1.24e-01  8.79e-02    1.8e-05
  72800    5.29e-01  4.61e-01    3.07e-03  3.40e-03    1.22e-01  1.06e-01    1.8e-05
  72900    5.34e-01  3.69e-01    2.09e-03  1.80e-03    1.23e-01  8.51e-02    1.8e-05
  73000    5.33e-01  6.46e-01    1.22e-03  1.31e-03    1.23e-01  1.49e-01    1.8e-05
  73100    5.37e-01  4.58e-01    1.31e-03  1.05e-03    1.24e-01  1.06e-01    1.8e-05
  73200    5.34e-01  5.24e-01    8.94e-04  8.23e-04    1.23e-01  1.21e-01    1.8e-05
  73300    5.38e-01  5.29e-01    9.24e-04  7.83e-04    1.24e-01  1.22e-01    1.8e-05
  73400    5.31e-01  4.55e-01    1.35e-03  1.25e-03    1.23e-01  1.05e-01    1.8e-05
  73500    5.29e-01  5.05e-01    1.31e-03  1.32e-03    1.22e-01  1.17e-01    1.8e-05
  73600    5.38e-01  4.12e-01    1.34e-03  1.62e-03    1.24e-01  9.51e-02    1.8e-05
  73700    5.30e-01  4.16e-01    2.83e-03  2.93e-03    1.22e-01  9.61e-02    1.8e-05
  73800    5.42e-01  5.23e-01    3.39e-03  3.20e-03    1.25e-01  1.21e-01    1.8e-05
  73900    5.30e-01  5.52e-01    1.24e-03  5.98e-04    1.22e-01  1.27e-01    1.8e-05
  74000    5.33e-01  5.04e-01    3.41e-03  3.72e-03    1.23e-01  1.16e-01    1.8e-05
  74100    5.31e-01  5.26e-01    2.48e-03  2.32e-03    1.23e-01  1.21e-01    1.8e-05
  74200    5.36e-01  4.87e-01    1.80e-03  1.04e-03    1.24e-01  1.12e-01    1.8e-05
  74300    5.41e-01  4.47e-01    5.39e-03  5.52e-03    1.25e-01  1.03e-01    1.8e-05
  74400    5.33e-01  5.02e-01    3.43e-03  3.45e-03    1.23e-01  1.16e-01    1.8e-05
  74500    5.32e-01  4.63e-01    2.99e-03  2.48e-03    1.23e-01  1.07e-01    1.8e-05
  74600    5.33e-01  5.05e-01    1.84e-03  1.79e-03    1.23e-01  1.16e-01    1.8e-05
  74700    5.34e-01  5.20e-01    3.36e-03  2.98e-03    1.23e-01  1.20e-01    1.8e-05
  74800    5.26e-01  6.62e-01    9.59e-04  5.70e-04    1.22e-01  1.53e-01    1.8e-05
  74900    5.29e-01  4.47e-01    1.59e-03  1.37e-03    1.22e-01  1.03e-01    1.8e-05
  75000    4.58e-01  4.23e-01    2.13e-03  1.93e-03    1.21e-01  1.12e-01    1.3e-05
  75100    4.63e-01  4.90e-01    1.59e-03  1.42e-03    1.22e-01  1.29e-01    1.3e-05
  75200    4.66e-01  4.51e-01    3.13e-03  3.01e-03    1.23e-01  1.19e-01    1.3e-05
  75300    4.66e-01  4.34e-01    1.23e-03  1.02e-03    1.23e-01  1.15e-01    1.3e-05
  75400    4.61e-01  4.01e-01    8.76e-04  6.15e-04    1.22e-01  1.06e-01    1.3e-05
  75500    4.67e-01  4.70e-01    1.99e-03  2.12e-03    1.23e-01  1.24e-01    1.3e-05
  75600    4.66e-01  3.59e-01    1.40e-03  1.31e-03    1.23e-01  9.49e-02    1.3e-05
  75700    4.68e-01  5.20e-01    2.40e-03  2.25e-03    1.24e-01  1.37e-01    1.3e-05
  75800    4.69e-01  5.20e-01    1.69e-03  1.68e-03    1.24e-01  1.37e-01    1.3e-05
  75900    4.61e-01  4.69e-01    2.04e-03  1.84e-03    1.22e-01  1.24e-01    1.3e-05
  76000    4.67e-01  3.98e-01    2.21e-03  2.28e-03    1.23e-01  1.05e-01    1.3e-05
  76100    4.65e-01  4.88e-01    1.65e-03  1.84e-03    1.23e-01  1.29e-01    1.3e-05
  76200    4.65e-01  5.52e-01    1.90e-03  2.08e-03    1.23e-01  1.46e-01    1.3e-05
  76300    4.69e-01  3.96e-01    1.85e-03  1.46e-03    1.24e-01  1.05e-01    1.3e-05
  76400    4.66e-01  3.69e-01    4.91e-03  5.09e-03    1.23e-01  9.75e-02    1.3e-05
  76500    4.63e-01  3.44e-01    1.05e-03  9.48e-04    1.22e-01  9.09e-02    1.3e-05
  76600    4.61e-01  4.41e-01    1.61e-03  1.02e-03    1.22e-01  1.16e-01    1.3e-05
  76700    4.70e-01  4.43e-01    9.87e-04  7.86e-04    1.24e-01  1.17e-01    1.3e-05
  76800    4.66e-01  4.96e-01    1.08e-03  1.16e-03    1.23e-01  1.31e-01    1.3e-05
  76900    4.71e-01  3.99e-01    9.81e-04  7.39e-04    1.25e-01  1.05e-01    1.3e-05
  77000    4.65e-01  4.56e-01    1.98e-03  1.57e-03    1.23e-01  1.21e-01    1.3e-05
  77100    4.62e-01  5.25e-01    1.07e-03  6.63e-04    1.22e-01  1.39e-01    1.3e-05
  77200    4.61e-01  3.40e-01    2.07e-03  1.67e-03    1.22e-01  8.98e-02    1.3e-05
  77300    4.68e-01  3.38e-01    1.18e-03  8.22e-04    1.24e-01  8.94e-02    1.3e-05
  77400    4.67e-01  4.41e-01    1.71e-03  1.98e-03    1.23e-01  1.17e-01    1.3e-05
  77500    4.64e-01  6.13e-01    1.85e-03  1.61e-03    1.23e-01  1.62e-01    1.3e-05
  77600    4.60e-01  4.17e-01    1.01e-03  9.78e-04    1.22e-01  1.10e-01    1.3e-05
  77700    4.61e-01  3.23e-01    9.11e-04  7.92e-04    1.22e-01  8.52e-02    1.3e-05
  77800    4.71e-01  4.58e-01    1.56e-03  1.02e-03    1.24e-01  1.21e-01    1.3e-05
  77900    4.67e-01  3.62e-01    1.62e-03  1.83e-03    1.23e-01  9.57e-02    1.3e-05
  78000    4.68e-01  3.89e-01    1.51e-03  1.18e-03    1.24e-01  1.03e-01    1.3e-05
  78100    4.61e-01  4.25e-01    1.30e-03  1.67e-03    1.22e-01  1.12e-01    1.3e-05
  78200    4.66e-01  4.94e-01    2.84e-03  3.06e-03    1.23e-01  1.31e-01    1.3e-05
  78300    4.71e-01  5.00e-01    3.28e-03  3.36e-03    1.24e-01  1.32e-01    1.3e-05
  78400    4.67e-01  3.86e-01    1.06e-03  1.36e-03    1.23e-01  1.02e-01    1.3e-05
  78500    4.62e-01  4.10e-01    2.11e-03  1.86e-03    1.22e-01  1.08e-01    1.3e-05
